Date,season,Species,PlantNumber,Leaf,ea,ln_a,tcrit,Heat_Stress_Days_Cumulative,Rolling_Max_C_1,Rolling_Max_C_2,Rolling_Max_C_3,Rolling_Max_C_4,Rolling_Max_C_5,Rolling_Max_C_6,Rolling_Max_C_7,Rolling_Max_C_8,Rolling_Max_C_9,Rolling_Max_C_10,Rolling_Max_C_11,Rolling_Max_C_12,Rolling_Max_C_13,Rolling_Max_C_14,Rolling_Max_C_15,Rolling_Max_C_16,Rolling_Max_C_17,Rolling_Max_C_18,Rolling_Max_C_19,Rolling_Max_C_20,Rolling_Max_C_21,Rolling_Max_C_22,Rolling_Max_C_23,Rolling_Max_C_24,Rolling_Max_C_25,Rolling_Max_C_26,Rolling_Max_C_27,Rolling_Max_C_28,Rolling_Max_C_29,Rolling_Max_C_30
20230719,summer,Rhododendron calendulaceum,X26494,L3,281.568815,102.3000206,46.385,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X26494,L2,413.2820636,150.7747528,46.69,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X26494,L5,574.47723,210.3908976,48.00333333,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X26494,L4,405.8813808,147.8437702,47.42666667,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X26494,L1,387.7330024,141.2321216,47.39333333,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X28625,L1,528.6219856,193.6963082,46.77,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X28625,L2,480.7955878,175.8350131,47.25333333,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X28625,L3,391.2737899,142.8420052,46.04,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X28625,L4,423.8225331,154.3528072,46.77,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X28625,L5,391.013309,142.6877247,47.03333333,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X29963,L1,517.2937572,189.6504405,47.78333333,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X29963,L2,511.8999389,187.3899522,48.10333333,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X29963,L3,506.2361653,185.3517122,47.77333333,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X29963,L4,254.1557667,93.21656186,42.22,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230719,summer,Rhododendron calendulaceum,X29963,L5,432.0609847,158.6127082,45.77,34,22.3,22.55,23.33333333,24.175,24.64,24.5,24.22857143,23.7375,23.23333333,23.17,22.90909091,22.83333333,22.90769231,22.87857143,23.04666667,23.18125,23.15294118,23.02222222,23.04736842,23.015,23.00952381,22.91818182,22.86956522,22.72916667,22.612,22.64230769,22.61111111,22.43928571,22.18965517,21.90666667
20230721,summer,Abies balsamea,X22547,L1,394.2501612,145.9659785,43.52,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
20230721,summer,Abies balsamea,X21851,L3,329.3326154,120.9750304,43.38333333,36,26.6,25.85,24.66666667,24.2,24.34,24.73333333,24.98571429,24.8375,24.58888889,24.16,23.70909091,23.61666667,23.36153846,23.26428571,23.3,23.25,23.37647059,23.47777778,23.43684211,23.305,23.31428571,23.27272727,23.25652174,23.1625,23.108,22.96923077,22.85185185,22.87142857,22.83448276,22.66666667
