unique_id,title,authors,year,journal,species,tolerance_metric,heat_tolerance,latitude,longitude
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia acuminata,Tcrit,40.9,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia adsurgens,Tcrit,46.2,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia crassicarpa,Tcrit,39.9,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia dermatophylla,Tcrit,47.5,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia filicifolia,Tcrit,45.1,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia melanoxylon,Tcrit,40.8,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia peuce,Tcrit,43.9,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia pruinocarpa,Tcrit,50.4,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia pycnantha,Tcrit,41.7,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia rubida,Tcrit,48.3,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia sericoflora,Tcrit,48.9,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia siculiformis,Tcrit,45.6,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia simsii,Tcrit,45.2,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia verticillata,Tcrit,41.3,-35.2975906,149.1012676
80,Consistently high heat tolerance acclimation in response to a simulated heatwave across species from the broadly distributed Acacia genus,"Andrew, SC; Arnold, PA; Simonsen, AK; Briceno, VF",2023,FUNCTIONAL PLANT BIOLOGY,Acacia victoriae,Tcrit,45.9,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia trachyphloia,Tcrit,56.06,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia acuminata,Tcrit,40.94,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia acuminata,Tcrit,56.06,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia adsurgens,Tcrit,46.25,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia adsurgens,Tcrit,56.76,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia binervata,Tcrit,46.38,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia brassii,Tcrit,45.06,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia crassicarpa,Tcrit,39.95,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia crassicarpa,Tcrit,59.01,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia dermatophylla,Tcrit,47.51,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia dermatophylla,Tcrit,57.89,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia filicifolia,Tcrit,45.08,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia filicifolia,Tcrit,57.47,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia jibberdingensis,Tcrit,45.96,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia melanoxylon,Tcrit,40.77,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia melanoxylon,Tcrit,53.06,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia peuce,Tcrit,43.93,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia peuce,Tcrit,54.41,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia pruinocarpa,Tcrit,50.4,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia pruinocarpa,Tcrit,58.07,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia pycnantha,Tcrit,41.71,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia pycnantha,Tcrit,55.75,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia rubida,Tcrit,48.25,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia rubida,Tcrit,57.66,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia sericoflora,Tcrit,48.93,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia sericoflora,Tcrit,56.64,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia siculiformis,Tcrit,45.59,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia siculiformis,Tcrit,57.13,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia simsii,Tcrit,45.23,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia simsii,Tcrit,59.04,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia verticillata,Tcrit,41.35,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia verticillata,Tcrit,56.77,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia victoriae,Tcrit,45.94,-35.2975906,149.1012676
135,Expression-environment associations in transcriptomic heat stress responses for a global plant lineage,"Andrew, SC; Simonsen, AK; Coppin, CW; Arnold, PA; Briceño, VF; McLay, TGB; Jackson, CJ; Gallagher, RV; Mokany, K",2024,MOLECULAR ECOLOGY,Acacia victoriae,Tcrit,56.66,-35.2975906,149.1012676
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Escallonia rubra,Tcrit,46.7,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Escallonia rubra,Tcrit,44.1,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Escallonia rubra,Tcrit,44,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Escallonia rubra,Tcrit,42.7,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Escallonia rubra,Tcrit,45.3,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Escallonia rubra,Tcrit,45.1,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Escallonia rubra,Tcrit,45.4,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Melaleuca citrina,Tcrit,35.3,-35.279,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Melaleuca citrina,Tcrit,38.6,-35.279,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Melaleuca citrina,Tcrit,41.1,-35.279,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Melaleuca citrina,Tcrit,42.7,-35.279,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Melaleuca citrina,Tcrit,42.5,-35.279,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Melaleuca citrina,Tcrit,46.4,-35.279,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Melaleuca citrina,Tcrit,48.3,-35.279,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Wahlenbergia ceracea,Tcrit,45.8,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Wahlenbergia ceracea,Tcrit,42.8,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Wahlenbergia ceracea,Tcrit,41.6,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Wahlenbergia ceracea,Tcrit,43,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Wahlenbergia ceracea,Tcrit,43.5,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Wahlenbergia ceracea,Tcrit,46.2,-35.277,149.117
93,A high-throughput method for measuring critical thermal limits of leaves by chlorophyll imaging fluorescence,"Arnold, PA; Briceno, VF; Gowland, KM; Catling, AA; Bravo, LA; Nicotra, AB",2021,FUNCTIONAL PLANT BIOLOGY,Wahlenbergia ceracea,Tcrit,47.3,-35.277,149.117
33,Analysis of K- and L-band appearance in OJIPs in Antarctic lichens in low and high temperature,"Bednarikova, M; Folgar-Camean, Y; Kucerova, Z; Lazar, D; Spundova, M; Hajek, J; Bartak, M",2020,PHOTOSYNTHETICA,LICHEN_Dermatocarpon polyphyllizum,Tcrit,51.498,-63.8,-57.8
33,Analysis of K- and L-band appearance in OJIPs in Antarctic lichens in low and high temperature,"Bednarikova, M; Folgar-Camean, Y; Kucerova, Z; Lazar, D; Spundova, M; Hajek, J; Bartak, M",2020,PHOTOSYNTHETICA,LICHEN_Usnea antarctica,Tcrit,46.663,-63.8,-57.8
33,Analysis of K- and L-band appearance in OJIPs in Antarctic lichens in low and high temperature,"Bednarikova, M; Folgar-Camean, Y; Kucerova, Z; Lazar, D; Spundova, M; Hajek, J; Bartak, M",2020,PHOTOSYNTHETICA,LICHEN_Xanthoria elegans,Tcrit,45.408,-63.8,-57.8
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Abies_amabilis,Tcrit,45.054,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Abies_fraseri,Tcrit,46.77,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Abies_grandis,Tcrit,45.913,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Abies_lasiocarpa,Tcrit,45.546,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Acorus_amaricanus,Tcrit,49.533,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Actinidia_deliciosa,Tcrit,49.257,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Adiantum_aleuticum,Tcrit,44.974,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Aesculus_glabra,Tcrit,46.633,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Alcea_rosea,Tcrit,47.104,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Alisma_plantago-aquatica,Tcrit,46.908,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Allium_schoenoprasum,Tcrit,51.13,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Alstroemeria_revoluta,Tcrit,39.965,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Aristolochia_tomentosa,Tcrit,45.966,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Asclepias_speciosa,Tcrit,45.268,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Asimina_triloba,Tcrit,46.374,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Asplenium_scolopendrium,Tcrit,46.103,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Astelia_chathamica,Tcrit,43.904,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Astrantia_major,Tcrit,42.082,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Athyrium_distentifolium,Tcrit,45.532,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Athyrium_filix-femina,Tcrit,47.445,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Begonia_emiensis,Tcrit,44.49,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Berberis_aquifolium,Tcrit,44.196,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Berchemia_scandens,Tcrit,47.579,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Bistorta_affinis,Tcrit,46.629,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Blechnum_spicant,Tcrit,44.761,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Boehmeria_longispica,Tcrit,46.008,49.246,-123.191
130,"Variation in leaf carbon economics, energy balance, and heat tolerance traits highlights differing timescales of adaptation and acclimation","Bison, NN; Michaletz, ST",2024,NEW PHYTOLOGIST,Buddleja_lindleyana,Tcrit,46.51,49.246,-123.191
